REF_DATE,GEO,Statistic,Before-tax household income quintile,"Household expenditures, summary-level categories",UOM,COORDINATE,Expense,Family type,Age of older adult,Family income,Income
2015,Province 6,Average expenditure per household,Highest quintile,Household equipment,Dollars,C609,1892.0,Couple families,55 to 64 years,"$75,000 and over",14100.0
2015,Province 6,Average expenditure per household,Highest quintile,Household appliances,Dollars,C610,564.0,Couple families,55 to 64 years,"$80,000 and over",13410.0
2015,Province 6,Average expenditure per household,Highest quintile,Clothing and accessories,Dollars,C611,5289.0,Couple families,55 to 64 years,"$90,000 and over",12010.0
2015,Province 6,Average expenditure per household,Highest quintile,Transportation,Dollars,C612,18472.0,Couple families,55 to 64 years,Median total income,106430.0
2015,Province 7,Average expenditure per household,All quintiles,Total expenditure,Dollars,C613,68431.0,Couple families,Total all ages,All income groups,187160.0
2015,Province 7,Average expenditure per household,All quintiles,Food purchased from stores,Dollars,C614,6292.0,Couple families,Total all ages,"Under $10,000",1580.0
2015,Province 7,Average expenditure per household,All quintiles,Food purchased from restaurants,Dollars,C615,1863.0,Couple families,Total all ages,"$10,000 and over",185590.0
2015,Province 7,Average expenditure per household,All quintiles,Shelter,Dollars,C616,13558.0,Couple families,Total all ages,"$15,000 and over",183870.0
2015,Province 7,Average expenditure per household,All quintiles,Principal accommodation,Dollars,C617,12536.0,Couple families,Total all ages,"$20,000 and over",181990.0
2015,Province 7,Average expenditure per household,All quintiles,Rented living quarters,Dollars,C618,3389.0,Couple families,Total all ages,"$25,000 and over",179470.0
2015,Province 7,Average expenditure per household,All quintiles,Owned living quarters,Dollars,C619,7253.0,Couple families,Total all ages,"$30,000 and over",173490.0
2015,Province 7,Average expenditure per household,All quintiles,"Water, fuel and electricity for principal accommodation",Dollars,C620,1894.0,Couple families,Total all ages,"$35,000 and over",164930.0
2015,Province 7,Average expenditure per household,All quintiles,Other accommodation,Dollars,C621,1022.0,Couple families,Total all ages,"$40,000 and over",156700.0
2015,Province 7,Average expenditure per household,All quintiles,Household operations,Dollars,C622,3693.0,Couple families,Total all ages,"$45,000 and over",149020.0
2015,Province 7,Average expenditure per household,All quintiles,Communications,Dollars,C623,1604.0,Couple families,Total all ages,"$50,000 and over",141050.0
2015,Province 7,Average expenditure per household,All quintiles,Household furnishings and equipment,Dollars,C624,1913.0,Couple families,Total all ages,"$60,000 and over",124360.0
2015,Province 7,Average expenditure per household,All quintiles,Household furnishings,Dollars,C625,770.0,Couple families,Total all ages,"$70,000 and over",107380.0
2015,Province 7,Average expenditure per household,All quintiles,Household equipment,Dollars,C626,1054.0,Couple families,Total all ages,"$75,000 and over",99200.0
2015,Province 7,Average expenditure per household,All quintiles,Household appliances,Dollars,C627,457.0,Couple families,Total all ages,"$80,000 and over",91340.0
2015,Province 7,Average expenditure per household,All quintiles,Clothing and accessories,Dollars,C628,2775.0,Couple families,Total all ages,"$90,000 and over",77110.0
2015,Province 7,Average expenditure per household,All quintiles,Transportation,Dollars,C629,9064.0,Couple families,Total all ages,Median total income,78590.0
2015,Province 7,Average expenditure per household,Lowest quintile,Total expenditure,Dollars,C630,26194.0,Couple families,0 to 24 years,All income groups,2860.0
2015,Province 7,Average expenditure per household,Lowest quintile,Food purchased from stores,Dollars,C631,3719.0,Couple families,0 to 24 years,"Under $10,000",140.0
2015,Province 7,Average expenditure per household,Lowest quintile,Food purchased from restaurants,Dollars,C632,855.0,Couple families,0 to 24 years,"$10,000 and over",2720.0
2015,Province 7,Average expenditure per household,Lowest quintile,Shelter,Dollars,C633,8747.0,Couple families,0 to 24 years,"$15,000 and over",2570.0
2015,Province 7,Average expenditure per household,Lowest quintile,Principal accommodation,Dollars,C634,8439.0,Couple families,0 to 24 years,"$20,000 and over",2390.0
2015,Province 7,Average expenditure per household,Lowest quintile,Rented living quarters,Dollars,C635,5769.0,Couple families,0 to 24 years,"$25,000 and over",2180.0
2015,Province 7,Average expenditure per household,Lowest quintile,Owned living quarters,Dollars,C636,1735.0,Couple families,0 to 24 years,"$30,000 and over",1960.0
2015,Province 7,Average expenditure per household,Lowest quintile,"Water, fuel and electricity for principal accommodation",Dollars,C637,936.0,Couple families,0 to 24 years,"$35,000 and over",1720.0
2015,Province 7,Average expenditure per household,Lowest quintile,Other accommodation,Dollars,C638,,Couple families,0 to 24 years,"$40,000 and over",1490.0
2015,Province 7,Average expenditure per household,Lowest quintile,Household operations,Dollars,C639,1727.0,Couple families,0 to 24 years,"$45,000 and over",1260.0
2015,Province 7,Average expenditure per household,Lowest quintile,Communications,Dollars,C640,963.0,Couple families,0 to 24 years,"$50,000 and over",1030.0
2015,Province 7,Average expenditure per household,Lowest quintile,Household furnishings and equipment,Dollars,C641,723.0,Couple families,0 to 24 years,"$60,000 and over",670.0
2015,Province 7,Average expenditure per household,Lowest quintile,Household furnishings,Dollars,C642,368.0,Couple families,0 to 24 years,"$70,000 and over",400.0
2015,Province 7,Average expenditure per household,Lowest quintile,Household equipment,Dollars,C643,341.0,Couple families,0 to 24 years,"$75,000 and over",320.0
2015,Province 7,Average expenditure per household,Lowest quintile,Household appliances,Dollars,C644,181.0,Couple families,0 to 24 years,"$80,000 and over",250.0
2015,Province 7,Average expenditure per household,Lowest quintile,Clothing and accessories,Dollars,C645,1066.0,Couple families,0 to 24 years,"$90,000 and over",160.0
2015,Province 7,Average expenditure per household,Lowest quintile,Transportation,Dollars,C646,3687.0,Couple families,0 to 24 years,Median total income,41180.0
2015,Province 7,Average expenditure per household,Second quintile,Total expenditure,Dollars,C647,40473.0,Couple families,25 to 34 years,All income groups,20130.0
2015,Province 7,Average expenditure per household,Second quintile,Food purchased from stores,Dollars,C648,4885.0,Couple families,25 to 34 years,"Under $10,000",280.0
2015,Province 7,Average expenditure per household,Second quintile,Food purchased from restaurants,Dollars,C649,1077.0,Couple families,25 to 34 years,"$10,000 and over",19850.0
2015,Province 7,Average expenditure per household,Second quintile,Shelter,Dollars,C650,11096.0,Couple families,25 to 34 years,"$15,000 and over",19660.0
2015,Province 7,Average expenditure per household,Second quintile,Principal accommodation,Dollars,C651,10570.0,Couple families,25 to 34 years,"$20,000 and over",19420.0
2015,Province 7,Average expenditure per household,Second quintile,Rented living quarters,Dollars,C652,4426.0,Couple families,25 to 34 years,"$25,000 and over",19070.0
2015,Province 7,Average expenditure per household,Second quintile,Owned living quarters,Dollars,C653,4457.0,Couple families,25 to 34 years,"$30,000 and over",18590.0
2015,Province 7,Average expenditure per household,Second quintile,"Water, fuel and electricity for principal accommodation",Dollars,C654,1687.0,Couple families,25 to 34 years,"$35,000 and over",18040.0
2015,Province 7,Average expenditure per household,Second quintile,Other accommodation,Dollars,C655,526.0,Couple families,25 to 34 years,"$40,000 and over",17370.0
2015,Province 7,Average expenditure per household,Second quintile,Household operations,Dollars,C656,2631.0,Couple families,25 to 34 years,"$45,000 and over",16500.0
2015,Province 7,Average expenditure per household,Second quintile,Communications,Dollars,C657,1254.0,Couple families,25 to 34 years,"$50,000 and over",15590.0
2015,Province 7,Average expenditure per household,Second quintile,Household furnishings and equipment,Dollars,C658,1438.0,Couple families,25 to 34 years,"$60,000 and over",13590.0
2015,Province 7,Average expenditure per household,Second quintile,Household furnishings,Dollars,C659,573.0,Couple families,25 to 34 years,"$70,000 and over",11420.0
2015,Province 7,Average expenditure per household,Second quintile,Household equipment,Dollars,C660,838.0,Couple families,25 to 34 years,"$75,000 and over",10330.0
2015,Province 7,Average expenditure per household,Second quintile,Household appliances,Dollars,C661,408.0,Couple families,25 to 34 years,"$80,000 and over",9340.0
2015,Province 7,Average expenditure per household,Second quintile,Clothing and accessories,Dollars,C662,1697.0,Couple families,25 to 34 years,"$90,000 and over",7520.0
2015,Province 7,Average expenditure per household,Second quintile,Transportation,Dollars,C663,6240.0,Couple families,25 to 34 years,Median total income,76420.0
2015,Province 7,Average expenditure per household,Third quintile,Total expenditure,Dollars,C664,56736.0,Couple families,35 to 44 years,All income groups,31240.0
2015,Province 7,Average expenditure per household,Third quintile,Food purchased from stores,Dollars,C665,5810.0,Couple families,35 to 44 years,"Under $10,000",360.0
2015,Province 7,Average expenditure per household,Third quintile,Food purchased from restaurants,Dollars,C666,1783.0,Couple families,35 to 44 years,"$10,000 and over",30890.0
2015,Province 7,Average expenditure per household,Third quintile,Shelter,Dollars,C667,12318.0,Couple families,35 to 44 years,"$15,000 and over",30680.0
2015,Province 7,Average expenditure per household,Third quintile,Principal accommodation,Dollars,C668,11784.0,Couple families,35 to 44 years,"$20,000 and over",30440.0
2015,Province 7,Average expenditure per household,Third quintile,Rented living quarters,Dollars,C669,3824.0,Couple families,35 to 44 years,"$25,000 and over",30090.0
2015,Province 7,Average expenditure per household,Third quintile,Owned living quarters,Dollars,C670,6129.0,Couple families,35 to 44 years,"$30,000 and over",29670.0
2015,Province 7,Average expenditure per household,Third quintile,"Water, fuel and electricity for principal accommodation",Dollars,C671,1831.0,Couple families,35 to 44 years,"$35,000 and over",29130.0
2015,Province 7,Average expenditure per household,Third quintile,Other accommodation,Dollars,C672,534.0,Couple families,35 to 44 years,"$40,000 and over",28490.0
2015,Province 7,Average expenditure per household,Third quintile,Household operations,Dollars,C673,3371.0,Couple families,35 to 44 years,"$45,000 and over",27740.0
2015,Province 7,Average expenditure per household,Third quintile,Communications,Dollars,C674,1625.0,Couple families,35 to 44 years,"$50,000 and over",26910.0
2015,Province 7,Average expenditure per household,Third quintile,Household furnishings and equipment,Dollars,C675,1797.0,Couple families,35 to 44 years,"$60,000 and over",24820.0
2015,Province 7,Average expenditure per household,Third quintile,Household furnishings,Dollars,C676,739.0,Couple families,35 to 44 years,"$70,000 and over",22380.0
2015,Province 7,Average expenditure per household,Third quintile,Household equipment,Dollars,C677,1015.0,Couple families,35 to 44 years,"$75,000 and over",21050.0
2015,Province 7,Average expenditure per household,Third quintile,Household appliances,Dollars,C678,447.0,Couple families,35 to 44 years,"$80,000 and over",19660.0
2015,Province 7,Average expenditure per household,Third quintile,Clothing and accessories,Dollars,C679,2635.0,Couple families,35 to 44 years,"$90,000 and over",17050.0
2015,Province 7,Average expenditure per household,Third quintile,Transportation,Dollars,C680,8829.0,Couple families,35 to 44 years,Median total income,95630.0
2015,Province 7,Average expenditure per household,Fourth quintile,Total expenditure,Dollars,C681,81370.0,Couple families,45 to 54 years,All income groups,37780.0
